UID,REC
18331,"({35: 8.044176192637599}, [35, 81, 100, 32, 61, 53, 85, 83, 49])"
18332,"({21: 5.237312530392036}, [21, 32, 91, 72, 89, 45, 100, 55, 12])"
18333,"({21: 4.698683314104008}, [21, 98, 69, 72, 89, 80, 93, 54, 52])"
18334,"({36: 5.139976385943095}, [36, 65, 8, 49, 46, 62, 17, 12, 13])"
18335,"({89: 7.759694413030833}, [89, 49, 47, 93, 90, 71, 96, 97, 83])"
18336,"({94: 3.636272735482536}, [94, 91, 86, 96, 92, 10, 97, 16, 95])"
18337,"({68: 6.616561548342727}, [68, 78, 89, 38, 36, 73, 88, 77, 80])"
18338,"({86: 3.8841366672101145}, [86, 55, 94, 36, 38, 60, 53, 64, 87])"
18339,"({80: 5.595591109700903}, [80, 73, 6, 66, 54, 78, 72, 76, 77])"
18340,"({72: 4.751672013154914}, [72, 93, 81, 76, 84, 66, 78, 87, 83])"
18341,"({56: 4.929850507928091}, [56, 40, 68, 89, 98, 47, 83, 93, 8])"
18342,"({89: 9.294165954767442}, [89, 62, 68, 93, 84, 96, 80, 92, 28])"
18343,"({62: 7.69102191940415}, [62, 49, 78, 32, 53, 72, 77, 65, 84])"
18344,"({62: 3.2616839292284365}, [62, 60, 90, 6, 97, 91, 78, 86, 43])"
18345,"({66: 5.802844505402447}, [66, 72, 83, 85, 42, 87, 92, 1, 79])"
18346,"({26: 6.433044438306107}, [26, 65, 12, 50, 46, 83, 45, 2, 76])"
18347,"({53: 7.501545116435766}, [53, 89, 29, 54, 72, 47, 36, 100, 83])"
18348,"({89: 3.6344229334141573}, [89, 62, 49, 47, 36, 88, 72, 50, 78])"
18349,"({89: 0.32616612459207905}, [89, 72, 93, 98, 76, 80, 97, 96, 62])"
18350,"({42: 6.394964631327437}, [42, 69, 73, 85, 6, 76, 75, 1, 79])"
18351,"({92: 9.621246941768186}, [92, 38, 35, 34, 87, 69, 66, 91, 89])"
18352,"({89: 2.1730510676737027}, [89, 83, 81, 78, 77, 79, 73, 49, 80])"
18353,"({35: 7.563180625573292}, [35, 68, 89, 49, 72, 69, 47, 76, 31])"
18354,"({72: 2.7589781061677927}, [72, 89, 83, 78, 50, 76, 93, 87, 95])"
18355,"({89: 1.6223829888913373}, [89, 27, 76, 72, 87, 88, 92, 94, 93])"
18356,"({22: 0.7647060026116212}, [22, 14, 93, 39, 99, 89, 27, 43, 17])"
18357,"({62: 8.35502084246308}, [62, 55, 91, 9, 89, 70, 69, 76, 96])"
18358,"({27: 6.804666130694638}, [27, 47, 72, 12, 89, 11, 78, 80, 100])"
18359,"({31: 7.205720272095697}, [31, 42, 38, 80, 15, 34, 56, 7, 28])"
18360,"({50: 6.007239864729197}, [50, 6, 66, 29, 89, 100, 72, 68, 26])"
18361,"({29: 4.214077583493978}, [29, 50, 31, 35, 72, 34, 76, 38, 49])"
18362,"({31: 5.3246458642080485}, [31, 21, 25, 100, 89, 72, 85, 84, 88])"
18363,"({53: 7.645291020413811}, [53, 50, 98, 80, 12, 81, 72, 34, 39])"
18364,"({21: 7.1938115339201385}, [21, 61, 29, 91, 78, 48, 69, 72, 89])"
18365,"({27: 5.577162288197432}, [27, 72, 50, 49, 54, 98, 11, 1, 62])"
18366,"({89: 1.6920711622431233}, [89, 29, 76, 68, 72, 62, 42, 49, 6])"
18367,"({89: 2.0633147887248287}, [89, 35, 53, 93, 31, 91, 5, 61, 28])"
18368,"({89: 2.536547646648324}, [89, 76, 61, 91, 92, 49, 93, 31, 6])"
18369,"({21: 3.2597516672533446}, [21, 7, 40, 36, 41, 31, 69, 27, 52])"
18370,"({72: 2.5679205981510465}, [72, 76, 56, 81, 89, 14, 83, 93, 80])"
18371,"({54: 5.087603775858971}, [54, 68, 89, 72, 83, 65, 73, 76, 93])"
18372,"({43: -2.6474642909463655}, [43, 17, 85, 77, 40, 67, 91, 64, 8])"
18373,"({35: 4.663851283784815}, [35, 36, 32, 31, 69, 56, 65, 68, 89])"
18374,"({89: 3.8604143815544187}, [89, 93, 78, 72, 97, 87, 88, 36, 95])"
18375,"({8: 2.3605511162576303}, [8, 1, 7, 55, 88, 89, 18, 36, 64])"
18376,"({92: 4.91887646768718}, [92, 94, 88, 80, 53, 75, 66, 35, 54])"
18377,"({36: 7.009016955678911}, [36, 65, 32, 21, 54, 69, 26, 6, 87])"
18378,"({42: 3.480920866674164}, [42, 83, 28, 2, 97, 78, 96, 52, 38])"
18379,"({54: 4.313269616701673}, [54, 55, 94, 76, 9, 96, 97, 12, 52])"
18380,"({39: 8.274601607338768}, [39, 51, 94, 31, 98, 70, 53, 30, 5])"
18381,"({50: -0.2555448903293418}, [50, 35, 78, 87, 17, 84, 65, 20, 53])"
18382,"({29: 6.477306900823927}, [29, 76, 91, 72, 36, 21, 55, 98, 3])"
18383,"({86: 5.053061800479314}, [86, 91, 1, 10, 89, 95, 96, 11, 22])"
18384,"({66: 9.097544956435431}, [66, 61, 84, 47, 91, 72, 88, 90, 93])"
18385,"({65: 7.225259998665859}, [65, 6, 35, 54, 32, 69, 89, 72, 76])"
18386,"({29: 4.559829996751652}, [29, 50, 6, 35, 65, 27, 12, 46, 49])"
18387,"({98: 3.6489387592983658}, [98, 81, 50, 76, 72, 83, 89, 65, 78])"
18388,"({1: 5.626767332843525}, [1, 10, 3, 40, 23, 48, 38, 25, 29])"
18389,"({89: 5.547930522511562}, [89, 78, 76, 72, 93, 73, 61, 79, 83])"
18390,"({21: 2.1457715459311704}, [21, 76, 51, 72, 81, 73, 80, 83, 3])"
18391,"({29: 5.546507301672327}, [29, 49, 14, 60, 54, 35, 11, 59, 25])"
18392,"({89: 4.280141573544524}, [89, 62, 97, 96, 49, 72, 48, 56, 76])"
18393,"({32: 5.180817724747159}, [32, 54, 85, 62, 69, 83, 81, 34, 39])"
18394,"({65: 5.199876696577583}, [65, 80, 100, 72, 49, 76, 32, 14, 87])"
18395,"({61: 4.690505913039479}, [61, 54, 62, 85, 39, 50, 72, 31, 80])"
18396,"({50: 7.164562299975236}, [50, 36, 62, 12, 56, 65, 68, 46, 85])"
18397,"({32: 2.6187830148935407}, [32, 86, 78, 89, 94, 90, 100, 73, 93])"
18398,"({53: 4.82550780780722}, [53, 62, 89, 49, 76, 72, 42, 81, 83])"
18399,"({76: -4.184586521931216}, [76, 89, 50, 72, 87, 98, 83, 1, 80])"
18400,"({32: 3.3161225545947968}, [32, 88, 89, 72, 81, 95, 45, 92, 3])"
18401,"({78: 2.3047982044460076}, [78, 73, 79, 47, 89, 27, 77, 28, 62])"
18402,"({89: 2.974018424161565}, [89, 78, 76, 73, 80, 49, 90, 77, 61])"
18403,"({22: 7.505685206072506}, [22, 81, 53, 21, 14, 46, 83, 87, 85])"
18404,"({29: 3.5812099735420606}, [29, 89, 54, 76, 100, 72, 81, 83, 42])"
18405,"({96: 1.617270850624402}, [96, 97, 89, 62, 93, 91, 94, 73, 76])"
18406,"({40: 7.718625485757284}, [40, 78, 85, 100, 51, 39, 19, 73, 52])"
18407,"({27: 4.446637293763763}, [27, 65, 48, 100, 3, 22, 1, 45, 85])"
18408,"({35: 3.5427954786019598}, [35, 81, 72, 80, 76, 83, 85, 87, 73])"
18409,"({80: 7.21619238390968}, [80, 78, 53, 98, 32, 54, 51, 14, 5])"
18410,"({48: 5.338678443142564}, [48, 11, 31, 45, 68, 65, 39, 62, 35])"
18411,"({50: 3.2292980955500807}, [50, 83, 81, 72, 100, 76, 39, 91, 69])"
18412,"({69: 5.54562778514984}, [69, 50, 12, 56, 27, 1, 60, 64, 8])"
18413,"({81: 5.8476276911864735}, [81, 91, 78, 94, 24, 70, 44, 22, 30])"
18414,"({27: 6.107347746162144}, [27, 11, 36, 14, 40, 55, 46, 54, 6])"
18415,"({97: 2.5717729308165937}, [97, 72, 89, 93, 69, 49, 91, 38, 76])"
18416,"({22: 4.954649368098444}, [22, 38, 25, 2, 1, 27, 95, 52, 70])"
18417,"({29: 5.5945983387433476}, [29, 53, 65, 83, 69, 80, 26, 87, 93])"
18418,"({72: 4.452271769814498}, [72, 82, 50, 31, 77, 28, 65, 75, 20])"
18419,"({95: 5.210246090402265}, [95, 76, 69, 1, 40, 49, 78, 98, 88])"
18420,"({53: 6.738010127628509}, [53, 32, 72, 76, 93, 87, 49, 89, 26])"
18421,"({27: 3.4993903348554842}, [27, 36, 46, 47, 25, 97, 75, 82, 20])"
18422,"({81: 2.1261869351221168}, [81, 10, 1, 72, 76, 83, 31, 100, 69])"
18423,"({96: 6.594950991794477}, [96, 68, 12, 73, 82, 79, 21, 86, 72])"
18424,"({36: 4.900450374646691}, [36, 86, 48, 97, 40, 8, 96, 27, 11])"
18425,"({14: 8.098361377010116}, [14, 62, 25, 22, 45, 23, 56, 66, 70])"
18426,"({89: 6.319583568151703}, [89, 97, 50, 93, 90, 68, 45, 88, 78])"
18427,"({89: 2.2604907213150445}, [89, 93, 32, 18, 95, 76, 92, 91, 72])"
18428,"({72: 2.0194558380017584}, [72, 87, 89, 76, 93, 91, 88, 62, 65])"
18429,"({32: 8.957985932422998}, [32, 53, 68, 89, 42, 76, 11, 72, 83])"
18430,"({11: 7.953577241329663}, [11, 45, 25, 12, 29, 64, 21, 59, 48])"
18431,"({50: 3.8903281456325187}, [50, 89, 11, 31, 45, 37, 81, 53, 72])"
18432,"({53: 6.319113665581254}, [53, 61, 6, 62, 32, 36, 40, 63, 2])"
18433,"({50: 3.5255524090758694}, [50, 27, 100, 81, 72, 2, 89, 76, 91])"
18434,"({89: 1.3221653889923157}, [89, 62, 93, 72, 78, 90, 35, 80, 88])"
18435,"({89: 3.846809389033682}, [89, 36, 62, 83, 78, 72, 5, 61, 93])"
18436,"({78: 6.0690463681882285}, [78, 76, 75, 98, 21, 84, 82, 91, 29])"
18437,"({18: -0.2949448405264671}, [18, 48, 36, 76, 87, 23, 69, 11, 20])"
18438,"({89: 3.946829077835006}, [89, 69, 3, 31, 45, 76, 49, 83, 87])"
18439,"({89: 4.032166543759491}, [89, 76, 66, 32, 72, 50, 92, 87, 91])"
18440,"({83: 6.136876435969302}, [83, 94, 88, 78, 76, 90, 84, 74, 5])"
18441,"({65: 3.2384114240297124}, [65, 27, 51, 10, 21, 43, 6, 22, 24])"
18442,"({68: 3.446499208966257}, [68, 28, 73, 89, 78, 27, 77, 92, 76])"
18443,"({50: 3.0586036449255167}, [50, 66, 100, 80, 25, 26, 73, 56, 4])"
18444,"({72: 0.017290921468791298}, [72, 79, 98, 81, 80, 84, 4, 82, 34])"
18445,"({76: -0.20373396589625004}, [76, 72, 62, 32, 91, 94, 65, 66, 99])"
18446,"({49: 2.4955424879032853}, [49, 2, 48, 88, 28, 72, 93, 42, 85])"
18447,"({89: 5.814603185747167}, [89, 36, 48, 88, 27, 45, 72, 78, 46])"
18448,"({89: 3.5299006796450283}, [89, 76, 93, 72, 97, 96, 54, 83, 92])"
18449,"({41: 6.725106461255694}, [41, 45, 23, 29, 26, 52, 59, 3, 87])"
18450,"({78: 0.6706776736267054}, [78, 82, 93, 60, 17, 77, 34, 53, 59])"
18451,"({65: 3.1229015422941204}, [65, 89, 72, 91, 76, 88, 83, 81, 1])"
18452,"({89: 2.7632723767512526}, [89, 72, 94, 96, 91, 93, 78, 73, 76])"
18453,"({71: 2.6851245006454887}, [71, 8, 91, 89, 50, 86, 68, 94, 35])"
18454,"({100: 5.806783107740611}, [100, 6, 72, 80, 52, 14, 73, 76, 83])"
18455,"({61: 7.209765305020472}, [61, 50, 62, 89, 12, 47, 48, 42, 6])"
18456,"({89: 1.204111199404912}, [89, 88, 76, 87, 72, 91, 93, 94, 82])"
18457,"({69: 3.080923696614021}, [69, 89, 62, 45, 93, 80, 73, 72, 76])"
18458,"({90: 7.285530241125395}, [90, 29, 66, 78, 69, 65, 92, 96, 38])"
18459,"({89: 4.1631276423381385}, [89, 76, 72, 47, 97, 93, 96, 56, 88])"
18460,"({62: 5.541731845016992}, [62, 15, 89, 27, 37, 13, 81, 88, 23])"
18461,"({78: 1.057389227294841}, [78, 89, 94, 95, 72, 93, 73, 77, 97])"
18462,"({32: 4.644293443688941}, [32, 36, 89, 93, 95, 21, 68, 96, 72])"
18463,"({31: 4.136630437282276}, [31, 65, 89, 54, 72, 68, 76, 46, 81])"
18464,"({31: 1.8255747897733392}, [31, 81, 61, 38, 29, 89, 72, 6, 67])"
18465,"({21: 2.3699898661338032}, [21, 89, 10, 91, 72, 100, 32, 83, 85])"
18466,"({94: 8.991539528966761}, [94, 90, 97, 67, 61, 83, 16, 18, 30])"
18467,"({31: 3.4433283889295963}, [31, 21, 36, 53, 65, 32, 10, 61, 66])"
18468,"({89: 3.024075302897256}, [89, 83, 72, 76, 98, 93, 78, 97, 73])"
18469,"({5: 6.205573503159888}, [5, 77, 95, 27, 3, 71, 50, 65, 1])"
18470,"({36: 2.0038137239969696}, [36, 98, 72, 83, 100, 1, 3, 76, 87])"
18471,"({76: 1.571857733529088}, [76, 73, 78, 75, 80, 77, 97, 89, 72])"
18472,"({91: 6.152906624105986}, [91, 54, 49, 14, 47, 89, 72, 61, 32])"
18473,"({72: 5.0527300150059276}, [72, 78, 80, 68, 49, 89, 76, 53, 12])"
18474,"({5: 5.146305762348758}, [5, 21, 78, 73, 61, 76, 83, 100, 72])"
18475,"({2: 1.4794352299753202}, [2, 69, 9, 57, 86, 60, 29, 22, 99])"
18476,"({21: 9.025240202738516}, [21, 22, 39, 54, 47, 6, 56, 38, 70])"
18477,"({29: 7.4151591632375515}, [29, 36, 54, 56, 61, 76, 34, 62, 22])"
18478,"({100: 5.912736840991781}, [100, 87, 85, 12, 82, 49, 69, 66, 26])"
18479,"({11: 5.028865020929581}, [11, 61, 3, 40, 80, 66, 90, 36, 78])"
18480,"({11: 3.9467738152406397}, [11, 50, 69, 91, 81, 31, 27, 97, 93])"
18481,"({32: 2.304625474395508}, [32, 94, 50, 72, 87, 18, 28, 99, 82])"
18482,"({65: 4.06102313517285}, [65, 81, 26, 18, 91, 2, 42, 86, 87])"
18483,"({100: 8.843246354103046}, [100, 36, 27, 51, 83, 81, 26, 85, 98])"
18484,"({21: 6.8082706238195625}, [21, 39, 72, 100, 11, 54, 83, 98, 61])"
18485,"({53: 4.8529320101860325}, [53, 6, 76, 89, 100, 72, 98, 91, 78])"
18486,"({85: 4.183269184807677}, [85, 66, 5, 22, 35, 73, 26, 81, 29])"
18487,"({32: 2.4818718191647444}, [32, 89, 72, 76, 100, 97, 83, 93, 85])"
18488,"({89: 6.564172528897487}, [89, 47, 88, 93, 87, 29, 72, 76, 97])"
18489,"({62: 6.014380664292677}, [62, 49, 28, 12, 89, 72, 83, 76, 38])"
18490,"({76: 0.19417740228498404}, [76, 6, 98, 89, 72, 100, 87, 73, 94])"
18491,"({55: 3.487854847593155}, [55, 29, 91, 76, 100, 89, 8, 44, 11])"
18492,"({65: 2.031421766496515}, [65, 89, 80, 11, 66, 69, 87, 32, 62])"
18493,"({100: 9.508723529649151}, [100, 25, 6, 30, 31, 80, 68, 73, 78])"
18494,"({36: 5.136045344751171}, [36, 62, 66, 78, 93, 89, 11, 73, 80])"
18495,"({32: 5.395500546221438}, [32, 50, 89, 69, 87, 93, 96, 84, 97])"
18496,"({44: 1.5422260900114944}, [44, 57, 23, 94, 67, 95, 3, 64, 4])"
18497,"({78: 7.231409033664383}, [78, 63, 54, 14, 20, 66, 1, 42, 3])"
18498,"({62: 6.4818124080114075}, [62, 88, 45, 86, 53, 89, 65, 81, 94])"
18499,"({89: 2.465623318905147}, [89, 27, 81, 72, 76, 62, 91, 93, 54])"
18500,"({47: 6.009235321361973}, [47, 49, 54, 32, 73, 80, 90, 78, 93])"
18501,"({36: 7.20424927959416}, [36, 6, 14, 45, 40, 47, 100, 25, 78])"
18502,"({36: 5.2319755470264875}, [36, 22, 98, 2, 100, 25, 81, 31, 1])"
18503,"({62: 3.78532118309678}, [62, 89, 69, 31, 93, 14, 19, 80, 13])"
18504,"({86: 4.862476760772707}, [86, 23, 91, 3, 94, 92, 38, 11, 36])"
18505,"({35: 3.0342008835663155}, [35, 66, 68, 89, 72, 34, 91, 81, 92])"
18506,"({85: 7.3309340715949665}, [85, 92, 53, 31, 39, 14, 88, 69, 79])"
18507,"({89: 3.989453959345744}, [89, 76, 27, 78, 62, 93, 73, 80, 77])"
18508,"({28: 0.45653084621759543}, [28, 11, 20, 82, 95, 43, 50, 24, 30])"
18509,"({60: 3.474139827685373}, [60, 86, 89, 94, 88, 97, 82, 91, 95])"
18510,"({49: 6.931864899610959}, [49, 85, 66, 82, 63, 69, 30, 90, 81])"
18511,"({55: 5.259581030538669}, [55, 84, 60, 64, 19, 32, 48, 54, 92])"
18512,"({98: -2.9048500081543875}, [98, 89, 76, 95, 94, 83, 97, 1, 72])"
18513,"({89: 3.2102821541806046}, [89, 83, 76, 28, 27, 93, 61, 26, 91])"
18514,"({50: 4.3228773316281295}, [50, 89, 69, 87, 66, 93, 38, 76, 96])"
18515,"({6: 2.895591268429853}, [6, 36, 11, 1, 10, 76, 72, 50, 93])"
18516,"({89: 1.9609625625918494}, [89, 50, 10, 29, 97, 88, 95, 1, 15])"
18517,"({50: 4.190576701178402}, [50, 27, 89, 49, 21, 72, 76, 80, 93])"
18518,"({36: 1.7380204161929098}, [36, 21, 10, 76, 89, 72, 6, 14, 80])"
18519,"({55: 3.8161926577125422}, [55, 100, 3, 34, 46, 1, 65, 27, 51])"
18520,"({27: 8.542923245936226}, [27, 65, 61, 35, 72, 100, 80, 70, 91])"
18521,"({89: 2.0358823726680733}, [89, 47, 6, 66, 28, 53, 48, 56, 76])"
18522,"({8: 3.5513076997482345}, [8, 89, 1, 94, 91, 86, 95, 97, 37])"
18523,"({36: 6.108114293129129}, [36, 89, 78, 6, 47, 72, 73, 11, 80])"
18524,"({89: 1.6399626278877724}, [89, 10, 96, 93, 44, 97, 1, 72, 76])"
18525,"({54: 4.831670713394219}, [54, 42, 35, 76, 62, 100, 26, 89, 72])"
18526,"({91: 9.645674883254554}, [91, 47, 28, 94, 92, 72, 78, 76, 43])"
18527,"({22: 6.773518314324332}, [22, 60, 23, 18, 83, 85, 4, 82, 9])"
18528,"({81: 4.019078054368881}, [81, 50, 36, 76, 62, 72, 64, 42, 43])"
18529,"({29: 5.961868120076065}, [29, 50, 89, 32, 62, 68, 2, 1, 76])"
18530,"({100: 5.06514025101017}, [100, 73, 78, 83, 75, 72, 62, 52, 85])"
18531,"({100: 2.551907875310916}, [100, 36, 3, 80, 73, 87, 51, 72, 49])"
18532,"({62: 4.850040903335497}, [62, 49, 27, 68, 29, 53, 89, 31, 42])"
18533,"({89: 2.467164372111975}, [89, 91, 32, 54, 88, 72, 81, 87, 27])"
18534,"({29: 9.303588413702492}, [29, 49, 65, 69, 7, 72, 2, 38, 51])"
18535,"({89: 1.7046490818749804}, [89, 53, 91, 60, 87, 1, 86, 72, 93])"
18536,"({65: 2.8351966517888574}, [65, 72, 89, 100, 62, 73, 34, 11, 14])"
18537,"({91: 5.5277644189457025}, [91, 89, 93, 86, 27, 88, 92, 76, 56])"
18538,"({36: 6.901265715647445}, [36, 53, 68, 6, 89, 14, 11, 72, 23])"
18539,"({35: 3.3176364916648495}, [35, 50, 66, 89, 76, 69, 87, 68, 80])"
18540,"({50: 6.5332187295938695}, [50, 49, 36, 89, 72, 76, 31, 83, 93])"
18541,"({7: -1.3662796339370538}, [7, 97, 93, 95, 71, 22, 89, 72, 81])"
18542,"({78: 8.282649397828683}, [78, 76, 89, 97, 92, 61, 75, 54, 39])"
18543,"({50: 1.6729445535067637}, [50, 89, 88, 78, 98, 12, 77, 94, 34])"
18544,"({42: 9.016759262195105}, [42, 72, 32, 27, 56, 34, 54, 73, 96])"
18545,"({29: 6.545042203798733}, [29, 50, 49, 14, 12, 48, 11, 93, 45])"
18546,"({100: 0.5003364590100199}, [100, 81, 21, 13, 98, 87, 83, 42, 72])"
18547,"({54: 7.782099248365519}, [54, 21, 62, 65, 68, 83, 93, 78, 95])"
18548,"({89: 2.444409499493217}, [89, 38, 49, 22, 97, 46, 83, 48, 64])"
18549,"({35: 3.0241979075916356}, [35, 45, 87, 40, 98, 26, 66, 49, 15])"
18550,"({72: 3.422591609003024}, [72, 50, 47, 53, 35, 92, 32, 69, 36])"
18551,"({29: 7.893698558027653}, [29, 27, 89, 97, 93, 72, 76, 87, 83])"
18552,"({89: 3.778862188046065}, [89, 1, 97, 32, 10, 96, 18, 22, 91])"
18553,"({10: 1.1602859024070555}, [10, 8, 11, 86, 81, 91, 7, 98, 85])"
18554,"({27: 1.4202889915369499}, [27, 72, 66, 89, 88, 2, 83, 87, 76])"
18555,"({27: 6.355847391364753}, [27, 89, 50, 72, 66, 76, 83, 100, 14])"
18556,"({51: 1.9096687458190964}, [51, 81, 67, 100, 43, 52, 3, 85, 27])"
18557,"({41: 4.177715346548252}, [41, 22, 10, 38, 42, 67, 94, 34, 23])"
18558,"({31: 6.882916312418335}, [31, 100, 14, 50, 12, 32, 80, 81, 72])"
18559,"({35: 5.43547481382203}, [35, 23, 89, 12, 88, 83, 76, 72, 81])"
18560,"({63: 6.519698642917924}, [63, 94, 48, 20, 62, 91, 33, 17, 59])"
18561,"({54: 8.321159915999193}, [54, 50, 53, 27, 6, 35, 93, 39, 70])"
18562,"({27: 7.84491270716266}, [27, 36, 73, 50, 85, 81, 35, 32, 40])"
18563,"({66: 7.291079471067117}, [66, 53, 65, 6, 27, 28, 12, 73, 78])"
18564,"({8: -0.2836801011910335}, [8, 1, 97, 44, 89, 60, 29, 16, 86])"
18565,"({89: 3.5555320224678235}, [89, 36, 49, 91, 11, 78, 93, 72, 29])"
18566,"({97: 1.6809097428314832}, [97, 71, 95, 82, 89, 96, 90, 76, 72])"
18567,"({89: 4.343057351862566}, [89, 68, 32, 62, 76, 91, 28, 96, 72])"
18568,"({94: 4.982455075989085}, [94, 85, 90, 79, 86, 81, 6, 74, 62])"
18569,"({89: 1.9446353313068587}, [89, 78, 72, 77, 87, 88, 79, 73, 93])"
18570,"({48: 1.7175742640053442}, [48, 83, 63, 89, 93, 72, 69, 70, 97])"
18571,"({36: 4.678322344463458}, [36, 34, 32, 45, 49, 4, 85, 55, 81])"
18572,"({72: 5.008099125228648}, [72, 62, 87, 68, 83, 61, 85, 26, 40])"
18573,"({27: 6.489677843682813}, [27, 42, 14, 87, 76, 56, 34, 81, 72])"
18574,"({29: 5.099045757649139}, [29, 50, 36, 87, 89, 69, 76, 81, 98])"
18575,"({89: 4.302294950713903}, [89, 76, 72, 98, 83, 100, 54, 80, 93])"
18576,"({100: 2.0991168456513796}, [100, 3, 98, 81, 5, 36, 83, 7, 45])"
18577,"({89: -2.0219536844468333}, [89, 76, 94, 97, 86, 72, 83, 96, 93])"
18578,"({80: 6.483153821583651}, [80, 83, 25, 39, 6, 72, 76, 50, 54])"
18579,"({50: 4.4897046028775645}, [50, 76, 49, 72, 62, 87, 93, 47, 98])"
18580,"({52: 9.202117547110994}, [52, 21, 12, 26, 35, 27, 81, 24, 9])"
18581,"({1: 3.1782407539664588}, [1, 38, 89, 29, 91, 44, 37, 3, 95])"
18582,"({78: -1.0402193519274239}, [78, 50, 97, 77, 98, 82, 32, 99, 7])"
18583,"({5: 0.1698076869224917}, [5, 50, 76, 75, 89, 20, 77, 72, 83])"
18584,"({29: 4.699752623028389}, [29, 89, 7, 87, 1, 76, 83, 46, 81])"
18585,"({89: 2.497244247779186}, [89, 90, 88, 76, 82, 73, 27, 72, 36])"
18586,"({10: 6.757369238751614}, [10, 46, 91, 11, 27, 3, 86, 87, 94])"
18587,"({27: 3.172551236692094}, [27, 32, 87, 11, 88, 76, 95, 89, 72])"
18588,"({32: 3.8999055780502947}, [32, 89, 76, 54, 93, 29, 72, 97, 66])"
18589,"({81: 1.7124708908958324}, [81, 27, 1, 10, 76, 11, 3, 40, 87])"
18590,"({50: 2.67103034192959}, [50, 76, 21, 98, 89, 72, 42, 32, 87])"
18591,"({83: 4.488777887215236}, [83, 82, 31, 34, 26, 39, 12, 62, 96])"
18592,"({3: 2.158430887199676}, [3, 29, 89, 100, 97, 33, 98, 21, 64])"
18593,"({80: 4.361662098171589}, [80, 89, 34, 3, 56, 22, 47, 41, 95])"
18594,"({3: 2.827082704200962}, [3, 76, 100, 6, 72, 14, 98, 46, 42])"
18595,"({89: 4.605294090921071}, [89, 76, 50, 80, 72, 91, 93, 94, 78])"
18596,"({53: 5.059351424248714}, [53, 66, 21, 39, 80, 71, 79, 19, 75])"
18597,"({62: 9.805864842356694}, [62, 47, 38, 10, 28, 53, 32, 26, 50])"
18598,"({94: 5.070816273958516}, [94, 91, 86, 93, 60, 89, 10, 95, 96])"
18599,"({15: 1.1323537991114256}, [15, 22, 13, 42, 44, 75, 8, 68, 95])"
18600,"({27: 7.101420378782668}, [27, 98, 65, 83, 80, 72, 26, 100, 73])"
18601,"({83: 1.85188163596457}, [83, 87, 89, 91, 38, 72, 88, 10, 93])"
18602,"({36: 1.810962828102819}, [36, 66, 32, 87, 95, 89, 42, 78, 14])"
18603,"({49: 2.003237229561864}, [49, 89, 48, 69, 46, 86, 97, 26, 72])"
18604,"({91: 4.255159675583668}, [91, 50, 32, 89, 76, 72, 69, 83, 93])"
18605,"({93: 2.7749056336281175}, [93, 89, 97, 69, 88, 39, 92, 91, 73])"
18606,"({32: 4.80447583188338}, [32, 62, 89, 68, 10, 1, 91, 88, 93])"
18607,"({89: -2.360531036280139}, [89, 76, 94, 97, 27, 91, 86, 93, 55])"
18608,"({27: 7.097339795803224}, [27, 100, 53, 80, 85, 88, 56, 25, 93])"
18609,"({62: 3.9847337902061013}, [62, 65, 29, 83, 6, 89, 78, 72, 76])"
18610,"({50: 4.238096012871001}, [50, 27, 89, 83, 42, 17, 80, 99, 46])"
18611,"({86: 2.7815259896034696}, [86, 41, 38, 33, 22, 30, 99, 23, 27])"
18612,"({89: 4.796733280589463}, [89, 68, 93, 95, 96, 47, 28, 88, 90])"
18613,"({76: -2.3676773024582936}, [76, 83, 72, 73, 81, 89, 87, 79, 88])"
18614,"({29: 6.885198784381812}, [29, 49, 54, 46, 26, 81, 72, 47, 89])"
18615,"({50: 7.87698705167559}, [50, 35, 32, 68, 72, 93, 83, 89, 84])"
18616,"({89: 2.4064327916433292}, [89, 5, 87, 83, 81, 49, 91, 62, 48])"
18617,"({76: 0.3423817771064883}, [76, 89, 81, 72, 36, 97, 83, 32, 98])"
18618,"({49: 6.7986392962311495}, [49, 9, 12, 86, 1, 95, 84, 89, 90])"
18619,"({29: 2.8626855872423893}, [29, 76, 91, 93, 1, 72, 49, 95, 97])"
18620,"({29: 4.609289954633983}, [29, 66, 27, 35, 42, 83, 93, 34, 98])"
18621,"({10: 4.371057314728141}, [10, 3, 2, 1, 23, 38, 46, 88, 72])"
18622,"({89: 1.6117628831142836}, [89, 93, 98, 72, 60, 97, 83, 87, 76])"
18623,"({3: 3.7393246544275076}, [3, 64, 9, 10, 60, 1, 11, 59, 67])"
18624,"({91: 4.400809439247157}, [91, 2, 94, 55, 25, 86, 1, 88, 89])"
18625,"({96: 5.697285522579851}, [96, 63, 9, 38, 77, 69, 35, 49, 64])"
18626,"({27: 0.6743263854118706}, [27, 29, 89, 21, 76, 61, 72, 81, 62])"
18627,"({87: 7.581357872832553}, [87, 23, 45, 94, 59, 88, 57, 39, 2])"
18628,"({72: 1.9268406597551553}, [72, 36, 89, 76, 98, 100, 83, 80, 65])"
18629,"({89: 0.9401454088243233}, [89, 76, 93, 68, 91, 87, 96, 72, 95])"
18630,"({89: 3.2580231428331548}, [89, 76, 53, 32, 91, 62, 72, 77, 68])"
18631,"({81: 2.1099354175092326}, [81, 87, 78, 18, 80, 88, 19, 76, 85])"
